cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
HOPE,NF,2023-02-16,"2,111",31.3,"164,875,589","40,366","16,074,335",64.0,"124,609,202","23,876","261,238,878","557,175",2023
On My Way,Alan Walker,2019-03-21,"2,119",31.3,"670,068,696","75,834","16,363,220",67.0,"665,558,958","1,228,819","713,445,624","4,910,579",2019
You Need To Calm Down,Taylor Swift,2019-06-14,"2,113",31.3,"935,098,853","63,937","44,356,528",75.0,"437,794,062","115,567","255,624,404","2,751,022",2019
Dancinï¿½ï¿½ï¿½ In The C,Tyler Hubbard,2022-08-19,"2,129",31.2,"142,607,318","17,721","11,539,344",67.0,"13,270,587","14,841","40,035,442","596,894",2022
Starting Over,Chris Stapleton,2020-08-27,"2,134",31.2,"320,586,187","52,739","9,354,750",71.0,"174,357,045","20,041","50,043,423","1,663,359",2020
295,Sidhu Moose Wala,2021-05-15,"2,130",31.2,"267,897,492","21,677","5,861,599",68.0,"677,472,355","135,126","98,802,368","335,298",2021
Gangsta's Paradise (feat. L.V.),Coolio,2023-08-11,"2,128",31.2,"1,666,699,743",7,"2,021",13.0,,,,,2023
Gulabi Sharara,Inder Arya,2023-07-27,"2,122",31.2,"17,389,541","1,613","158,758",53.0,"219,300,210",70,"38,956",,2023
Otro Atardecer,Bad Bunny,2022-05-06,"2,126",31.2,"426,439,016","58,352","12,590,067",71.0,"187,059,915","63,700","232,987,490","961,174",2022
ýýlle de Sen,Muti,2023-11-17,"2,132",31.2,"49,630,584","7,644","1,077,118",,"102,074,133","38,600","6,598,274","182,499",2023
Soweto,Victony,2022-05-06,"2,123",31.2,"133,353,888","40,696","2,870,988",69.0,"152,140,804","727,366","614,798,320","3,191,942",2022
Enjoy,Jux,2023-07-14,"2,127",31.2,"7,403,756","2,938","535,879",19.0,"13,523,535","1,397,962","519,353,900","963,170",2023
Poland,Lil Yachty,2022-10-04,"2,131",31.2,"142,817,891","52,177","9,387,393",58.0,"9,564,773","22,311","134,444,259","194,400",2022
BBY BOO,iZaak,2023-12-21,"2,125",31.2,"6,172,030","1,159","1,788,765",,"107,931,540",,,"55,459",2023
Brillarosa,Fuerza Regida,2024-02-09,"2,120",31.2,"69,834,726","3,512","8,863,236",,"51,351,887",,"8,104,799","259,092",2024
Bertaraf,Canbay & Wolker,2023-09-29,"2,124",31.2,"71,190,581","7,887","3,440,542",70.0,"127,886,162","32,200","16,097,834","412,007",2023
U My Everything (feat. Drake),Sexyy Red,2024-05-24,"2,133",31.2,"13,671,209","1,332","35,500,278",71.0,"3,143,016",,"400,300","130,550",2024
Devil Eyes,Hippie Sabotage,2016-02-05,"2,121",31.2,"769,295,129","195,653","20,289,921",71.0,"706,646,464","1,332,046","3,016,090,659","8,579,839",2016
m y . l i f e (with 21 Savage & Morray),J. Cole,2021-05-14,"2,135",31.1,"436,133,194","124,236","21,455,262",68.0,"78,305,305",,,"1,399,160",2021
I'm Yours,Jason Mraz,2008-01-01,"2,136",31.1,"1,878,098,512","241,725","103,480,270",72.0,"359,866,287","117,533","175,364,993","12,571,538",2008
"Going, Going, Gone",Luke Combs,2022-06-24,"2,139",31.1,"192,633,758","25,097","5,307,004",72.0,"43,607,584","33,285","45,564,333","420,418",2022
HISS,Megan Thee Stallion,2024-01-26,"2,141",31.1,"80,952,546","6,104","23,088,210",,"45,378,271",,"3,270,700","136,893",2024
Baarish Ki Jaaye,B Praak,2021-03-27,"2,142",31.1,"53,064,181","6,163","1,029,980",53.0,"700,321,521","874,600","144,528,086","216,531",2021
Company,Emiway Bantai,2023-01-22,"2,144",31.1,"39,899,018","2,423","691,567",49.0,"279,246,643","562,900","93,470,365","71,016",2023
get him back!,Olivia Rodrigo,2023-09-08,"2,140",31.1,"287,164,579","1,732","465,956",,,,,,2023
LA PEOPLE,Peso Pluma,2023-06-22,"2,143",31.1,"261,311,116","21,917","17,543,809",75.0,"73,174,350","1,153","10,791,305","220,819",2023
BRAZILIAN DANï¿½ï¿½A P,6YNTHMANE,2023-05-12,"2,137",31.1,"185,914,923","28,387","19,122,650",72.0,"114,153,936",,,"1,114,212",2023
REACT,Switch Disco,2023-01-13,"2,138",31.1,"137,897,920","26,625","54,204,917",69.0,"61,438,933","7,625","33,714,095","1,621,052",2023
Ocean,KAROL G,2019-05-03,"2,149",31.0,"312,111,545","30,520","12,759,646",66.0,"722,096,242","2,197,372","661,920,679","1,139,084",2019
Wrecked,Imagine Dragons,2021-07-02,"2,153",31.0,"309,587,427","57,487","5,571,645",64.0,"199,356,851","13,246","34,312,597","3,334,562",2021
Think U The Shit (Fart),Ice Spice,2024-01-26,"2,155",31.0,"82,013,588","8,321","17,390,936",,"35,869,265",,"40,600","504,447",2024
Brown Munde,AP Dhillon,2020-09-18,"2,148",31.0,"267,617,808","37,741","5,454,166",64.0,"756,395,439","222,602","182,472,232","557,124",2020
"Kallo(Feat.Ajay Hooda,Pooja Hooda)",Komal Choudhary,2023-10-25,"2,146",31.0,"15,483,918",978,"136,801",,"159,198,721",,,,2023
pov,Ariana Grande,2020-10-30,"2,147",31.0,"541,397,856","62,958","23,901,981",66.0,"195,125,143","1,254,926","1,082,235,761","1,320,353",2020
Dancing On My Own,Calum Scott,2016-03-11,"2,154",31.0,"1,232,373,956","134,807","70,718,949",74.0,"823,692,209","97,136","58,183,913","5,361,735",2016
Stay With Me,Sam Smith,2011-11-20,"2,152",31.0,"2,086,460,781","167,759","96,423,336",77.0,"212,889,507","83,399","264,665,397","12,655,149",2011
Back Then Right Now,Tyler Hubbard,2023-09-08,"2,150",31.0,"26,917,389","3,411","8,706,253",,"2,749,241",18,"7,726,317","229,650",2023
Boucan (feat. Franglish),KeBlack,2024-04-25,"2,145",31.0,"21,670,034","1,989","6,717,297",73.0,"15,271,196",,,"349,565",2024
Fulanito,Becky G,2021-06-03,"2,151",31.0,"254,118,106","38,980","11,054,219",58.0,"404,064,054","951,433","2,737,871,422","821,982",2021
Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,Paloma Faith,2022-09-23,"2,156",31.0,"10,296,798","1,307","1,725,637",58.0,"11,726,419","3,027,666","11,601,159,321","63,534",2022
Business (feat. Naza),DYSTINCT,2023-06-01,"2,160",30.9,"74,769,930","34,206","3,353,721",60.0,"72,559,154","50,200","36,415,193","1,152,489",2023
MANIAC,Stray Kids,2022-03-18,"2,163",30.9,"293,724,552","27,089","8,506,820",68.0,"343,273,995","274,400","866,409,009","591,662",2022
A Real Playa,Parsa Nani,2024-05-24,"2,158",30.9,"17,255",17,"64,478",,"24,805",,,"1,867",2024
Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),Dominic Fike,2023-06-02,"2,159",30.9,"148,686,610","37,054","15,004,163",63.0,"445,811","6,040","61,668,626","740,382",2023
ADIï¿½,Maria Becerra,2022-12-08,"2,157",30.9,"172,082,938","15,951","6,701,830",66.0,"215,719,591","485,700","874,751,736","308,507",2022
Something About You,Eyedress,2021-06-03,"2,162",30.9,"438,511,316","96,233","22,697,396",77.0,"27,188,286","150,543","434,155,492","1,611,142",2021
Patadas de Ahogado,LATIN MAFIA,2023-11-03,"2,161",30.9,"127,503,950","18,981","16,280,436",,"39,927,538",,,"775,879",2023
After LIKE,IVE,2022-08-22,"2,169",30.8,"365,203,093","28,691","12,128,682",69.0,"281,724,902","4,455","49,211,096","613,332",2022
So Far,florias,2023-03-10,"2,164",30.8,"10,554",18,541,10.0,"333,366,384",,,275,2023
idontwannabeyouanymore,Billie Eilish,2017-07-21,"2,166",30.8,"1,091,185,920","114,997","28,172,038",72.0,"522,422,864","363,386","372,214,292","2,223,597",2017
Debo Entender,Santa Fe Klan,2019-12-12,"2,168",30.8,"335,856,859","27,383","5,458,230",66.0,"917,170,916","288,416","332,846,214","973,063",2019
Vem Desestressar,MC PH,2024-04-04,"2,177",30.8,"35,473,387","3,432","20,567,305",69.0,"28,992,482",,,"38,259",2024
Darkside,Alan Walker,2018-07-27,"2,173",30.8,"596,469,106","81,058","16,282,307",67.0,"919,443,352","155,324","127,865,814","2,538,154",2018
Call Me Every Day (feat. WizKid),Chris Brown,2022-06-17,"2,174",30.8,"125,056,212","43,939","9,282,167",61.0,"123,551,829","93,200","58,980,168","1,524,739",2022
World's Smallest Violin,AJR,2021-01-01,"2,165",30.8,"343,227,483","71,196","5,509,068",63.0,"239,480,315","532,614","6,292,383,402","2,936,528",2021
Thot Shit,Megan Thee Stallion,2021-06-11,"2,176",30.8,"319,372,639","63,421","26,904,800",60.0,"166,781,349","711,938","3,757,736,116","1,499,357",2021
Money Trees,Kendrick Lamar,2012-01-01,"2,167",30.8,"1,476,217,041","352,198","59,811,242",75.0,"385,175,377","1,174,942","1,484,578,640","6,010,383",2012
Si La Calle Llama - Remix,Eladio Carrion,2023-03-17,"2,175",30.8,"190,420,514","39,949","11,667,012",65.0,"109,102,453","46,300","272,952,215","315,999",2023
Waffle House,Jonas Brothers,2023-04-07,"2,170",30.8,"139,105,802","16,162","24,753,071",63.0,"18,520,292","37,347","147,611,576","573,574",2023
Tacata,Tiagz,2023-08-11,"2,172",30.8,"39,715,603","13,502","1,974,605",60.0,"84,439,011","466,855","1,032,372,538",,2023
Got Me Started,Troye Sivan,2023-09-20,"2,180",30.7,"125,169,958","19,673","11,567,850",5.0,"22,661,967","6,720","136,718,693","982,286",2023
Low,SZA,2022-12-09,"2,178",30.7,"452,881,574","59,064","17,662,712",73.0,"30,642,267","74,165","449,104,323","884,773",2022
Night Changes,One Direction,2014-11-17,"2,179",30.7,"1,548,151,634","154,325","92,409,509",83.0,"948,760,574","741,824","1,820,024,186","5,939,223",2014
De Los Besos Que Te Di,Christian Nodal,2019-04-15,"2,182",30.7,"518,477,840","40,921","13,324,377",71.0,"970,377,956","103,630","135,032,701","1,164,732",2019
BRODYAGA FUNK,Eternxlkz,2023-11-17,"2,183",30.7,"73,316,998","6,863","23,952,817",75.0,"48,425,342","300,700","695,420,301","698,469",2023
Private Jet,D. Savage,2023-02-17,"2,181",30.7,"3,608,717","3,268","109,837",40.0,"340,092,596",442,"316,425",,2023
DNA.,Kendrick Lamar,2017-04-14,"2,184",30.7,"1,157,112,366","185,660","44,429,618",75.0,"356,343,325","86,503","97,997,064","2,244,068",2017
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Ty Dolla $ign,2014-06-10,"2,197",30.6,"949,312,501","152,498","28,278,237",74.0,"858,285,365","8,535","70,600,246","2,633,407",2014
Baklava,Gya,2024-04-15,"2,189",30.6,"5,633,595",418,"286,571",61.0,"38,890,559",,,"50,894",2024
bye,Ariana Grande,2024-03-08,"2,194",30.6,"127,408,697","6,270","16,012,094",,"14,508,851",,,"89,167",2024
BIZCOCHITO,ROSALï¿½,2022-03-04,"2,192",30.6,"222,910,969","42,182","10,406,462",61.0,"69,332,188","1,874,811","11,257,489,400","1,284,746",2022
Veggie Dance,Gracie's Corner,2024-04-05,"2,187",30.6,"2,279,039",222,"58,855",55.0,"43,379,343",,"161,578,600","33,195",2024
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015-02-01,"2,193",30.6,"1,532,983,094","116,546","49,188,494",70.0,"48,109,240","452,925","732,908,886","19,968,269",2015
Still Don't Know My Name,Labrinth,2019-10-04,"2,185",30.6,"666,107,710","127,503","40,134,293",71.0,"234,005,957","1,536,372","5,185,694,852","4,161,911",2019
Sittin' On Top Of The World,Burna Boy,2023-06-01,"2,196",30.6,"44,751,795","23,415","3,622,192",55.0,"21,737,557","98,682","114,732,862","343,757",2023
Si Fuera Fï¿½ï¿,Grupo Marca Registrada,2022-05-27,"2,195",30.6,"285,183,501","28,319","13,770,276",65.0,"322,857,747","60,681","125,822,489","411,987",2022
Broke In A Minute,Tory Lanez,2020-02-07,"2,186",30.6,"407,015,049","116,527","22,947,586",70.0,"44,157,454","20,568","59,673,227","712,141",2020
Mahiya Ve Gal Sun Mahiya Vey,Nimra Mehra,2023-09-29,"2,190",30.6,"209,649",70,513,,,"1,300,000","65,658,454",,2023
Engana Dizendo Que Ama,Veigh,2023-05-19,"2,188",30.6,"142,474,379","25,470","5,055,407",67.0,"144,774,313",,,"153,295",2023
In Case You Didn't Know,Brett Young,2016-01-01,"2,198",30.6,"560,774,282","62,305","14,198,815",68.0,"861,165,099","397,413","216,533,242","3,920,740",2016
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",Bizarrap,2023-03-22,"2,191",30.6,"146,680,564","28,883","9,546,255",62.0,"154,916,805",820,"1,816,865","199,628",2023
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcï¿½ï¿½,2016-09-30,"2,199",30.5,"462,055,272","54,302","17,847,539",71.0,"1,546,120,738","360,400","648,582,782","1,569,987",2016
HVN ON EARTH (with Kodak Black),Lil Tecca,2023-08-18,"2,201",30.5,"114,669,893","39,763","21,760,033",60.0,"7,212,572","16,900","25,286,791","250,753",2023
Gently (feat. Bad Bunny),Drake,2023-10-06,"2,204",30.5,"123,630,149","25,645","5,218,214",,"18,057,785","32,270","100,624,699","761,861",2023
It Ain't Me (with Selena Gomez),Kygo,2017-02-16,"2,205",30.5,"1,430,439,855","150,179","55,438,878",71.0,"308,045,364","279,393","81,779,367","13,603,866",2017
Baarish Ban Jaana,Payal Dev,2021-06-03,"2,202",30.5,"70,622,319","4,554","1,202,197",57.0,"764,803,929",492,"27,723","162,219",2021
I CAN'T STOP ME,TWICE,2020-10-26,"2,200",30.5,"384,886,220","32,051","9,361,355",65.0,"681,682,229","243,659","666,762,692","643,653",2020
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2019-09-06,"2,203",30.5,"622,690,472","108,263","18,637,177",69.0,"261,237,045","5,525","17,207,972","2,184,126",2019
Filhaal2 Mohabbat,B Praak,2021-07-06,"2,206",30.5,"72,348,363","6,300","1,979,759",57.0,"717,290,683","181,300","90,316,836","209,262",2021
8am in Charlotte,Drake,2023-10-06,"2,207",30.5,"81,093,233","34,004","4,164,888",,"4,234,309","17,500","17,415,834","385,268",2023
Vivir Mi Vida,Marc Anthony,2013-07-23,"2,210",30.4,"618,671,056","78,822","28,465,181",71.0,"1,398,550,208","722,663","302,300,755","4,858,889",2013
Lullaby - BadWolf Remix,TR-MEET,2023-03-24,"2,213",30.4,"18,204",113,"5,777",10.0,"327,499,400",,,964,2023
Love Not War (The Tampa Beat),Jason Derulo,2020-11-19,"2,212",30.4,"286,179,073","51,888","9,569,404",59.0,"239,078,390","465,640","444,068,106","4,522,347",2020
WHERE SHE GOES,Bad Bunny,2023-10-13,"2,208",30.4,"717,849,037","11,199","4,402,776",,,,,,2023
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2002-10-29,"2,222",30.4,"2,194,935,773","345,119","97,808,878",75.0,"1,360,758,976","69,588","20,114,190","10,419,522",2002
My Oh My,Ava Max,2024-04-04,"2,216",30.4,"20,012,688","2,365","37,158,651",1.0,"7,298,437",,,"142,814",2024
Not My Fault (with Megan Thee Stallion),Reneï¿½ï¿½ ,2023-12-15,"2,221",30.4,"81,494,626","8,973","20,213,928",,"101,469",,,,2023
willow,Taylor Swift,2020-12-10,"2,217",30.4,"844,790,027","67,136","50,350,718",72.0,"189,534,686","65,010","212,587,391","1,987,676",2020
100 MESSAGGI,Lazza,2024-02-27,"2,219",30.4,"69,972,816","5,282","6,183,983",73.0,"30,283,430",,,,2024
OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,2021-08-13,"2,218",30.4,"509,445,605","105,947","68,408,965",68.0,"21,324,881","2,521","16,050,371","3,151,561",2021
Cï¿½ï¿½,Rauw Alejandro,2021-06-25,"2,215",30.4,"596,905,923","83,179","20,128,974",76.0,"132,634,826","803,336","1,408,309,850","1,086,469",2021
Whatï¿½ï¿½ï¿½,Drake,2021-03-05,"2,220",30.4,"383,261,731","94,964","21,697,781",62.0,"84,527,592","60,864","320,457,752",,2021
Turn On The Lights again.. (feat. Future),Fred again..,2022-01-17,"2,214",30.4,"190,872,805","102,679","49,713,000",61.0,"4,804,721","89,852","435,794,732","1,617,989",2022
Despï¿½ï¿½dase ,Carin Leon,2024-06-01,"2,211",30.4,"10,557,337",393,"42,329,224",72.0,"4,595,134",,,"110,707",2024
Illegal Weapon,Garry Sandhu,2017-09-25,"2,224",30.3,"67,999,897","12,496","2,290,221",57.0,"665,109,271","6,938,800","594,821,828","335,509",2017
Starships,Nicki Minaj,2012-01-01,"2,225",30.3,"1,125,407,888","189,848","71,457,898",73.0,"565,850,053","356,199","275,858,975","10,373,004",2012
Calidad,Grupo Firme,2022-07-12,"2,238",30.3,"308,915,484","18,763","9,876,263",54.0,"272,892,088","479,753","364,940,104","972,534",2022
Watch Me,Silento,2016-12-16,"2,223",30.3,"387,389,363",20,"1,347",,"2,020,132,561",,,,2016
Send My Love (To Your New Lover),Adele,2015-11-20,"2,234",30.3,"1,064,599,051","89,443","24,441,546",66.0,"997,993,764","66,520","261,382,201","8,268,701",2015
Chakalitos,Angi Fire,2023-07-22,"2,229",30.3,"14,137,400","1,570","171,193",10.0,"221,422,238",,"1,172","154,184",2023
No Hay Nadie Mï¿½,Sebastian Yatra,2018-01-26,"2,239",30.3,"546,219,103","43,372","12,705,005",69.0,"1,289,314,157","274,799","222,363,120","24,199",2018
Rather Be (feat. Jess Glynne),Clean Bandit,2013-01-01,"2,236",30.3,"1,327,093,253","188,363","58,299,660",70.0,"875,568,512","1,072,310","1,196,196,511","25,620,314",2013
Into Your Arms (feat. Ava Max),Witt Lowry,2018-06-08,"2,232",30.3,"390,529,605","68,181","10,506,568",67.0,"388,438,653","4,480,319","15,189,209,474","9,200,822",2018
Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,2018-07-17,"2,233",30.3,"482,859,077","154,354","9,307,449",62.0,"550,746,505","671,494","3,084,440,795","4,684,186",2018
1000 Blunts,$uicideboy$,2022-07-29,"2,237",30.3,"189,588,270","43,837","2,663,499",72.0,"87,680,985",190,"432,059","240,381",2022
#BrooklynBloodPop!,SyKo,2020-07-27,"2,230",30.3,"289,085,486","76,485","8,876,090",62.0,"247,178,404","1,939,369","2,184,568,318","4,423,775",2020
Baby Songs,Baby Lullaby,2014-10-23,"2,227",30.3,"5,484,513",36,"9,217",27.0,"897,454,562",2,"35,885",,2014
Mï¿½ï¿½dchen auf dem P,Luca-Dante Spadafora,2023-05-12,"2,226",30.3,"119,141,939","46,323","14,389,973",67.0,"23,993,631",58,"1,318,558","409,234",2023
Cuando Te Besï¿,Becky G,2018-08-02,"2,240",30.3,"588,021,470","51,865","15,227,639",63.0,"1,114,556,086","118,917","58,539,891","1,621,041",2018
"Lutt Putt Gaya (From ""Dunki"")",Pritam,2023-11-22,"2,228",30.3,"54,461,319","3,298","5,676,613",,"122,509,013",,,"121,292",2023
girl$,Dom Dolla,2024-06-07,"2,235",30.3,"1,920,905",945,"44,490,548",,"78,608",,,"12,191",2024
Clout (feat. Cardi B),Offset,2019-02-22,"2,231",30.3,"306,221,125","61,432","15,468,892",58.0,"635,706,453","126,257","90,607,937","2,066,390",2019
I love you,Dadju,2023-12-08,"2,247",30.2,"70,592,513","10,432","9,086,026",63.0,"30,034,889",,,"1,203,361",2023
Loucura,Borges,2023-12-12,"2,248",30.2,"79,782,529","10,849","8,194,521",,"70,231,783",,,,2023
Forget About Us,Perrie,2024-04-12,"2,245",30.2,"16,171,953","1,439","18,871,474",,"6,223,280","9,253",,"107,402",2024
One Last Time,Ariana Grande,2014-08-21,"2,243",30.2,"1,465,918,510","110,953","65,876,311",77.0,"1,101,895,606","74,689","285,511,671","5,273,745",2014
Malas Decisiones,Kenia OS,2022-10-27,"2,246",30.2,"249,199,925","15,573","11,736,236",68.0,"141,829,637","1,093,900","3,326,289,021","576,456",2022
Dos Mil 16,Bad Bunny,2022-05-06,"2,249",30.2,"426,904,285","50,219","17,690,466",71.0,"198,252,709","241,013","679,567,159","629,164",2022
La Vaca Lola,Toy Cantando,2013-06-10,"2,250",30.2,"38,260,236","3,255","310,554",55.0,"2,809,354,638","22,366","72,165,422","4,506",2013
Termina Comigo Antes,Gusttavo Lima,2022-03-31,"2,241",30.2,"194,919,563","12,885","13,054,030",63.0,"459,414,543","60,675","61,427,214","134,484",2022
Baarish,Payal Dev,2020-08-11,"2,244",30.2,"12,208,412","1,424","362,321",41.0,"135,529,803","5,941,101","278,475,456","37,064",2020
ZITTI E BUONI,Mï¿½ï¿½ne,2021-03-03,"2,242",30.2,"475,549,122","94,637","9,975,524",69.0,"259,762,159","139,573","628,509,922","2,395,559",2021
Dijeron Que No La Iba Lograr,Chino Pacas,2023-03-14,"2,254",30.1,"241,174,958","23,146","7,025,185",43.0,"146,033,306",,,"522,273",2023
Is It Love,Loreen,2023-10-13,"2,252",30.1,"68,785,555","7,360","8,210,301",,"16,708,048","187,211","63,753,450","677,013",2023
Feel It Still,Portugal. The Man,2017-03-02,"2,263",30.1,"1,303,452,422","204,110","65,716,191",74.0,"563,059,238","77,757","447,512,595",,2017
MotorSport,Migos,2017-10-27,"2,262",30.1,"590,983,645","89,159","24,300,466",62.0,"744,579,257","266,811","417,482,479","3,894,893",2017
Bad At Love,Halsey,2017-06-02,"2,265",30.1,"635,393,773","56,371","12,074,505",59.0,"575,220,523","487,927","84,632,348","4,213,886",2017
Nevada,YoungBoy Never Broke Again,2021-01-30,"2,251",30.1,"163,974,630","60,031","4,503,801",64.0,"109,858,521","20,233","48,854,928",,2021
The Adults Are Talking,The Strokes,2020-04-10,"2,264",30.1,"457,933,102","152,115","30,405,327",76.0,"161,335,622","186,563","521,061,584","1,670,342",2020
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Grupo Menos ï¿½ï¿½ ,2020-04-23,"2,260",30.1,"270,944,683","6,608","2,522,207",,"996,737,706",66,"102,989",,2020
Hips Don't Lie (feat. Wyclef Jean),Shakira,2005-01-01,"2,257",30.1,"1,631,152,967","261,693","142,426,948",80.0,"1,663,636,127","2,393,712","2,939,466,349","6,770,784",2005
Overdose,natori,2022-09-07,"2,259",30.1,"191,425,175","26,630","3,407,532",62.0,"271,219,300","183,701","662,260,750","367,613",2022
Techno Cumbia (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,"2,256",30.1,"50,962,805",12,"74,974",,,,,,2024
Tak Segampang Itu,Anggi Marito,2022-12-02,"2,253",30.1,"415,357,981","14,918","7,489,575",74.0,"201,860,884","399,388","1,171,868,533","127,265",2022
Emotionally Scarred,Lil Baby,2020-02-28,"2,261",30.1,"289,652,584","93,481","10,151,445",63.0,"310,518,713","33,861","40,742,074","2,007,348",2020
When It Rains It Pours,Luke Combs,2017-06-02,"2,258",30.1,"807,802,864","93,613","23,160,480",78.0,"576,510,087","29,070","42,065,642","1,719,362",2017
If I Didn't Love You,Jason Aldean,2021-07-23,"2,268",30.0,"143,447,350","22,233","3,205,615",60.0,"95,029,099","2,017","15,893,357","991,870",2021
NO ME QUIERO CASAR,Bad Bunny,2023-10-13,"2,269",30.0,"144,801,283","20,979","16,117,371",73.0,"33,000,813","1,380","7,437,994","538,315",2023
UNHEALTHY (feat. Shania Twain),Anne-Marie,2023-05-18,"2,274",30.0,"107,435,709","18,457","6,727,123",60.0,"18,349,123","7,316","79,827,003","1,025,913",2023
ATORRANTE - con Los Palmeras,Emanero,2023-07-05,"2,280",30.0,"65,617,109","7,487","3,295,468",61.0,"189,591,521",291,"33,073,512","101,460",2023
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",Elevation Worship,2023-05-19,"2,284",30.0,"79,621,215","31,102","3,889,566",70.0,"87,320,948",,,"567,381",2023
greedy,Tate McRae,2023-09-15,"2,281",30.0,"1,256,101,755","3,984","2,453,761",,,,,,2023
El Mejor,Chayï¿½ï¿½n R,2023-10-27,"2,282",30.0,"7,178,040","1,181","235,460",,"9,465,691","970,300","470,202,643","156,906",2023
Take Me to Church,Hozier,2013-09-13,"2,276",30.0,"2,544,489,950","113,315","30,950,638",74.0,"184,351,951","7,069","1,691,376,898",,2013
Roses,The Chainsmokers,2015-06-16,"2,270",30.0,"1,046,848,265","137,023","33,124,854",68.0,"585,020,723","273,486","405,625,969","9,203,307",2015
Close Friends (Lil Baby & Gunna),Lil Baby,2018-10-04,"2,267",30.0,"428,009,373","99,524","11,666,867",65.0,"503,301,861","47,897","46,571,795","2,437,123",2018
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Boy Wonder CF,2023-11-21,"2,272",30.0,"272,261,201",871,"379,289",,,,,,2023
BEBï¿,Camilo,2020-11-25,"2,277",30.0,"401,104,048","42,742","14,190,262",66.0,"458,776,041","1,002,990","718,042,201","1,090,144",2020
Propuesta Indecente,Romeo Santos,2013-01-01,"2,266",30.0,"751,508,028","76,654","28,891,369",74.0,"2,243,582,425","110,257","240,862,996","4,633,986",2013
Palhaï¿½ï¿½a (Ao V,Naiara Azevedo,2023-01-12,"2,271",30.0,"149,801,910","10,235","8,902,883",58.0,"296,057,090",,,"103,032",2023
Atmosphere,FISHER,2023-08-11,"2,278",30.0,"105,178,211","40,300","55,773,870",70.0,"329,644","6,091","11,685,263","582,149",2023
Eid,Mehmood J,2022-06-24,"2,273",30.0,"10,762",5,29,4.0,"20,819,326","3,400,423","274,491,219","3,103",2022
Money In The Grave (Drake ft. Rick Ross),Drake,2019-06-15,"2,275",30.0,"970,219,741","180,650","36,876,067",70.0,"243,075,035","123,248","371,952,869",,2019
BABY NUEVA,Bad Bunny,2023-10-13,"2,283",30.0,"118,835,954","23,373","9,125,370",,"29,487,901","40,400","37,952,552","399,333",2023
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýýýýýý,2022-12-08,"2,279",30.0,"468,162",114,"21,665",24.0,,"2,500,000","183,524,720","95,147",2022
Lighter,Galantis,2024-02-16,"2,295",29.9,"35,712,909","4,573","31,483,398",5.0,"1,679,600",,,"271,031",2024
"Halli Naatu (From ""Rrr"")",Rahul Sipligunj,2021-11-10,"2,293",29.9,"72,962,855",169,"170,665",,"636,965,758",,,,2021
Happier,Ed Sheeran,2017-03-03,"2,287",29.9,"1,322,385,342","109,373","54,954,226",70.0,"696,425,510","1,289,662","223,959,183",,2017
Kill Em With Kindness,Selena Gomez,2015-10-09,"2,290",29.9,"550,049,388","48,598","14,497,820",56.0,"592,341,655","8,126,848","489,745,782","2,766,042",2015
Good Love,Hannah Laing,2023-05-12,"2,296",29.9,"100,186,243","26,116","36,440,018",70.0,"20,691,770","10,300","28,216,441","505,083",2023
Little Girl Gone,CHINCHILLA,2023-04-21,"2,297",29.9,"100,397,677","21,963","13,959,755",68.0,"44,530,380","855,579","975,465,555",,2023
Ella Quiere Beber - Remix,Anuel AA,2018-11-02,"2,299",29.9,"778,846,570","66,150","25,410,849",70.0,"785,898,158","24,500","18,692,923","1,494,647",2018
Blicky,Fresh X Reckless,2023-01-11,"2,292",29.9,"19,617,254","6,378","749,928",40.0,"5,983,105","2,272,645","2,956,553,569",,2023
Baby (Lil Baby feat. DaBaby),Quality Control,2019-07-17,"2,294",29.9,"522,143,496","111,477","16,214,693",68.0,"212,806,984","55,471","125,604,010","1,797,781",2019
Hotel,Montell Fish,2022-09-16,"2,291",29.9,"296,674,882","56,660","27,811,906",74.0,"38,522,238","124,659","366,838,888","924,914",2022
Mas Altas Que Bajadas,Natanael Cano,2023-06-30,"2,288",29.9,"157,476,564","15,069","7,363,178",71.0,"140,916,381","13,700","52,545,729","213,453",2023
