cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
Somewhere Only We Know,Gustixa,2022-09-05,"2,286",29.9,"53,532,212","9,646","1,321,681",43.0,"98,671,018","1,952,800","1,659,044,866","1,190,146",2022
X1,MC Cabelinho,2021-12-20,"2,285",29.9,"185,050,407","30,221","5,514,940",62.0,"389,574,452","542,800","249,329,094","198,749",2021
Baby Shark,Bebefinn,2022-08-26,"2,289",29.9,"1,731,282",162,"21,068",31.0,"462,509,288",,"172,700","4,206",2022
DISPARA ***,Nicki Nicole,2023-05-17,"2,301",29.8,"182,184,068","23,852","8,214,976",66.0,"132,049,541",,,"176,341",2023
Burn,Ellie Goulding,2012-01-01,"2,306",29.8,"784,334,383","104,998","30,818,474",68.0,"1,776,560,692","46,749","112,921,980","12,172,997",2012
By Your Side,Rod Wave,2021-11-22,"2,303",29.8,"164,804,108","40,909","4,353,138",60.0,"111,437,165","24,901","50,358,850","569,269",2021
Very Sad,Enchan,2022-11-23,"2,309",29.8,"1,426,122",284,"21,377",,"1,328,757","2,500,896","2,151,095,470","314,385",2022
No Te Contaron Mal,Christian Nodal,2018-09-07,"2,312",29.8,"492,542,256","37,141","12,874,966",68.0,"1,091,852,566","22,565","34,264,578","1,316,575",2018
When We Were Young,Adele,2015-11-20,"2,305",29.8,"1,284,096,603","117,365","41,710,598",71.0,"1,021,758,621","51,713","348,333,229","5,077,728",2015
Miracle (Extended),Calvin Harris,2023-06-16,"2,314",29.8,"57,151",92,"28,566",14.0,"57,477",,,,2023
Zapateado Encabronado #3,Alacranes Musical,2024-03-22,"2,300",29.8,"12,495,358",5,17,,,,,,2024
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,2023-03-03,"2,302",29.8,"210,072,827","30,503","5,318,773",74.0,"35,281,929","54,106","92,174,906","172,414",2023
I Am Your Gummy Bear (The Gummy Bear Song),Gummibï¿½,2007-01-01,"2,307",29.8,"104,073,182","11,904","1,660,833",57.0,"3,982,526,341","384,946","1,565,261,998","648,232",2007
Do It Again (feat. 2Rare),NLE Choppa,2022-10-07,"2,313",29.8,"155,142,115","65,297","6,721,980",60.0,"54,256,746","143,228","1,073,599,652","1,008,825",2022
Te Felicito,Gerardo Coronel,2022-11-11,"2,308",29.8,"136,999,598","2,515","1,614,193",57.0,"352,276,536",,,"772,708",2022
The Smallest Man Who Ever Lived,Taylor Swift,2024-04-18,"2,304",29.8,"122,986,507","2,923","11,950,658",,"6,094,390",,"1,800,000","46,678",2024
Loading,Central Cee,2020-10-22,"2,311",29.8,"356,681,497","137,745","8,267,546",65.0,"204,509,339","62,042","200,676,951","1,028,060",2020
Tek Tek (feat. MHD),DYSTINCT,2023-05-11,"2,326",29.7,"69,208,147","30,635","5,622,603",59.0,"79,305,809","137,811","226,312,722","1,184,458",2023
Everyday Hustle,Future,2024-03-22,"2,319",29.7,"32,935,844","9,191","3,072,155",,"4,797,753",,,"296,876",2024
Dos Besitos,La Joaqui,2022-10-27,"2,320",29.7,"100,335,960","18,928","3,742,291",56.0,"163,408,340","1,050,557","2,147,808,820","160,060",2022
Deep Down (feat. Never Dull),Alok,2022-06-17,"2,318",29.7,"335,203,899","61,133","99,451,251",76.0,"22,524,199","9,193","262,461,997","1,795,229",2022
No Me Conoce - Remix,Jhay Cortez,2019-05-17,"2,322",29.7,"1,367,265,268","135,811","46,929,639",75.0,"174,911,891","103,451","109,739,416","2,785,821",2019
ýýCýýmo Pasýý?,Ela Taubert,2024-02-14,"2,324",29.7,"61,288,751","3,662","17,901,827",,"41,942,760",,,"610,292",2024
Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,"2,321",29.7,"670,298,052","82,446","12,953,022",65.0,"822,191,175","228,686","160,522,923",,2018
Still Rollin,Shubh,2023-05-19,"2,325",29.7,"191,465,461","18,344","7,425,022",69.0,"126,428,962","211,500","144,465,879","267,764",2023
Safe And Sound,Capital Cities,2012-01-01,"2,317",29.7,"1,286,089,822","256,512","74,267,670",78.0,"291,434,533","226,012","774,957,680","21,359,402",2012
Mal Hombre,Kim Loaiza,2023-10-25,"2,323",29.7,"28,817,964","1,104","1,717,958",,"99,108,166","381,005","450,286,431","49,569",2023
Teeth,5 Seconds of Summer,2019-08-21,"2,315",29.7,"683,247,723","103,554","18,582,680",71.0,"322,965,834","252,245","561,046,941","3,637,003",2019
I Took A Pill In Ibiza,Mike Posner,2015-06-22,"2,316",29.7,"83,366,020","17,799","3,474,319",49.0,"2,000,837,797","627,579","29,251,104","560,533",2015
Run Free,Deep Chills,2017-08-18,"2,334",29.6,"86,943,003","17,950","3,630,498",55.0,"10,003,352","10,476,200","5,311,932,536","1,866,241",2017
In The Dark,Purple Disco Machine,2022-01-21,"2,330",29.6,"177,722,624","34,102","6,137,203",59.0,"61,447,086","7,268","20,533,718","5,644,172",2022
Felina,WIU,2022-09-22,"2,331",29.6,"227,079,649","35,385","8,942,936",63.0,"199,523,728","298,000","299,633,568","252,351",2022
Meet you at the Graveyard,Cleffy,2023-10-06,"2,327",29.6,"95,871,805","21,000","7,441,709",14.0,"13,445,854","111,800","187,420,165","1,905,641",2023
Sexy to Someone,Clairo,2024-05-23,"2,329",29.6,"15,290,073","2,626","37,148,745",74.0,"1,148,601",,,"19,920",2024
Se Le Ve,Dï¿½ï¿½melo ,2021-08-12,"2,332",29.6,"240,138,585","43,572","11,285,970",56.0,"200,632,603","1,845,758","3,307,238,247","601,506",2021
Coraï¿½ï¿½ï¿½ï¿½o,WIU,2022-11-29,"2,333",29.6,"239,669,425","30,426","7,338,920",63.0,"181,495,900","223,700","378,296,874","235,905",2022
FEARLESS,LE SSERAFIM,2022-05-02,"2,328",29.6,"312,942,305","20,231","4,756,698",62.0,"386,459,691","107,047","1,245,609,565",,2022
Let It Go,James Bay,2014-01-01,"2,338",29.5,"1,197,774,081","128,593","56,315,096",65.0,"580,076,338","91,701","112,554,627","9,218,458",2014
Where It Ends,Bailey Zimmerman,2022-08-19,"2,343",29.5,"178,441,881","28,857","7,439,902",75.0,"24,354,425","62,371","161,742,703","456,834",2022
drivers license,Olivia Rodrigo,2021-01-08,"2,341",29.5,"2,184,754,018","9,903","2,638,527",57.0,,,,,2021
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),L7NNON,2022-04-08,"2,340",29.5,"86,262,202","17,907","7,303,868",53.0,"17,014,183","3,048,900","2,990,547,999","316,099",2022
Carry You Home,Alex Warren,2024-05-31,"2,339",29.5,"9,428,361","1,095","21,925,889",71.0,"1,902,586",,,"57,380",2024
City Boys,Burna Boy,2022-02-23,"2,342",29.5,"152,289,860","58,113","19,505,579",69.0,"79,913,960","620,950","546,510,983","1,398,310",2022
Wellerman - Sea Shanty,Nathan Evans,2021-01-21,"2,336",29.5,"405,754,991","103,694","5,805,294",66.0,"93,190,559","113,523","166,376,605","4,316,684",2021
Every Summertime,NIKI,2021-08-10,"2,346",29.5,"383,171,089","60,923","13,164,145",70.0,"88,319,558","1,733,862","2,493,175,114","979,445",2021
MANDA BALA,Ariis,2023-12-08,"2,344",29.5,"63,016,744","8,387","6,543,410",,"13,616,356","113,600","286,003,280","545,233",2023
Walk It Talk It,Migos,2018-01-26,"2,337",29.5,"778,459,270","150,813","29,317,904",67.0,"311,818,843","357,960","873,289,436","3,559,532",2018
TQMQA,Eladio Carrion,2023-12-14,"2,335",29.5,"42,043,071","9,916","8,275,134",,"55,659,616",,,"166,487",2023
Face Off,Tech N9ne,2021-10-07,"2,347",29.5,"194,908,788","58,039","6,855,506",59.0,"140,886,656","1,004,500","5,338,367,302","1,640,152",2021
Otra vez (feat. J Balvin),Zion & Lennox,2016-09-30,"2,345",29.5,"912,446,776","48,788","18,231,793",67.0,"1,323,533,350","70,829","27,776,697","2,796,246",2016
BOOKER T,Bad Bunny,2020-11-27,"2,351",29.4,"403,041,493","62,435","9,324,189",66.0,"452,234,537","467,766","1,329,875,404","686,025",2020
Girls Never Die,tripleS,2024-05-08,"2,352",29.4,"8,797,665",769,"17,349,465",67.0,"19,762,635",,,"30,149",2024
"24/7, 365",elijah woods,2023-07-24,"2,359",29.4,"91,124,161","12,758","7,968,409",71.0,"31,715,988","614,000","303,931,523","382,697",2023
POCPOC,PEDRO SAMPAIO,2023-11-23,"2,360",29.4,"137,276,005","9,079","26,226,576",72.0,"73,127,958",,"8,230,779","118,848",2023
Je M'appelle,Benzz,2022-04-21,"2,358",29.4,"231,745,345","83,611","6,994,071",65.0,"96,088,327","87,017","354,699,237","1,068,455",2022
Soap,Melanie Martinez,2015-07-10,"2,349",29.4,"349,538,935","48,604","10,908,000",67.0,"147,735,161","12,087,056","2,568,929,437",,2015
Bam Yang Gang,BIBI,2024-02-13,"2,357",29.4,"33,558,829","3,403","11,994,440",,"61,203,352",,"21,319,700","89,031",2024
Never Forget You,Zara Larsson,2015-09-10,"2,348",29.4,"972,089,598","98,962","23,627,265",66.0,"909,147,975","117,848","118,233,698","7,156,194",2015
Tyler Herro,Jack Harlow,2020-10-22,"2,355",29.4,"555,631,717","127,984","22,280,549",66.0,"124,710,525","31,218","148,481,502","1,141,637",2020
"i hate u, i love u (feat. olivia o'brien)",gnash,2016-02-17,"2,354",29.4,"1,405,772,026","122,979","53,743,248",70.0,"1,018,478,143","2,081,859","240,189,266",,2016
Ophelia,The Lumineers,2016-02-05,"2,350",29.4,"1,274,848,626","213,943","47,156,566",70.0,"267,224,710","49,941","234,589,315","3,480,225",2016
Manos Rotas,DELLAFUENTE,2023-11-16,"2,356",29.4,"106,759,874","18,359","8,998,620",71.0,"35,214,805",,,"315,849",2023
Ella No Es Tuya - Remix,Rochy RD,2021-02-03,"2,353",29.4,"364,856,266","76,669","15,412,661",62.0,"214,069,737","1,403,400","1,045,339,221","955,292",2021
Satellite,Harry Styles,2022-05-20,"2,373",29.3,"455,718,141","51,605","21,294,785",70.0,"75,741,997","159,300","440,110,491","1,138,012",2022
La Santa,Bad Bunny,2020-02-29,"2,361",29.3,"915,557,792","96,498","35,375,775",75.0,"372,427,636","13,000","69,210,381","1,024,927",2020
Tera Ban Jaunga,Akhil Sachdeva,2019-06-14,"2,372",29.3,"211,095,929","15,632","8,831,229",63.0,"325,655,059","5,710,312","94,600,665","299,317",2019
Monï¿½ï¿½y so,Yeat,2021-09-10,"2,368",29.3,"378,668,802","110,916","13,349,294",71.0,"46,877,855","96,000","658,699,167","3,103,353",2021
Ranjha Maahi,Siddhant,2023-01-12,"2,375",29.3,"40,654",75,"45,363",7.0,"361,176,372",,,344,2023
Sure Thing,Miguel,2010-05-25,"2,362",29.3,"1,335,928,309","190,857","100,835,580",81.0,"165,856,240","235,546","595,426,317","8,783,890",2010
Talibans,Byron Messia,2023-01-20,"2,371",29.3,"54,683,202","28,810","5,603,761",61.0,"117,764,650","73,400","85,578,368","1,296,410",2023
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2021-02-12,"2,363",29.3,"763,292,840","71,179","60,479,422",74.0,"95,479,909","580,400","2,195,330,963","1,405,713",2021
Skin de Bandida,Oscar Maydon,2023-09-22,"2,364",29.3,"176,958,728","14,482","10,063,839",,"81,376,781","9,269","2,498,673","308,713",2023
Escapism. - Sped Up,RAYE,2022-11-25,"2,376",29.3,"270,327,239","47,167","13,191,481",66.0,,"309,300","1,908,957,097","1,692,925",2022
Lisa,Young Miko,2023-03-03,"2,365",29.3,"209,988,103","30,013","8,335,647",67.0,"141,919,199","9,195","87,467,392","429,046",2023
I Can Feel It,Kane Brown,2023-09-21,"2,369",29.3,"36,059,521","4,589","5,737,335",,"1,031,056","9,892","19,880,210","251,945",2023
you should see me in a crown,Billie Eilish,2018-07-18,"2,370",29.3,"860,596,912","103,375","35,817,894",71.0,"520,754,022","477,025","397,345,798","3,668,559",2018
Te Robarï¿,Nicky Jam,2019-03-22,"2,366",29.3,"547,483,874","59,096","18,863,568",61.0,"768,753,162","4,927","5,221,834","2,115,863",2019
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2018-10-25,"2,377",29.2,"853,574,945","46,385","17,500,223",73.0,"867,818,629","1,097,599","1,181,845,727",,2018
FBI,Picus,2024-02-29,"2,386",29.2,"6,591,040",295,"852,893",,"68,503,599",,,"35,815",2024
Somebody (2024),Gotye,2024-02-09,"2,378",29.2,"51,862,502","14,144","76,264,974",74.0,"1,992,397",,,"230,260",2024
Dandelions,Ruth B.,2017-04-28,"2,383",29.2,"1,561,518,107","183,674","67,708,124",82.0,"96,339,252","2,320,661","7,603,775,552","4,364,553",2017
Malvada,Zï¿½ï¿½ Fe,2022-01-28,"2,382",29.2,"166,427,224","17,110","7,754,576",53.0,"401,495,057","660,700","1,504,623,313","141,986",2022
I Love You So,The Walters,2014-11-28,"2,394",29.2,"1,410,353,130","218,492","59,487,193",83.0,"417,265,571","744,614","3,241,952,947","3,007,369",2014
i love you,Billie Eilish,2019-03-29,"2,390",29.2,"930,343,185","116,055","42,732,119",75.0,"280,579,630","451,642","724,117,161","2,035,027",2019
Not Fair,Niklas Dee,2023-06-02,"2,392",29.2,"164,667,038","46,918","61,515,543",69.0,"902,072","11,100","14,577,073","322,313",2023
Benjamins Deli,JRitt,2023-10-24,"2,389",29.2,"996,881",446,"255,703",,"637,836","1,100,000","3,461,361,475",,2023
Him & I (with Halsey),G-Eazy,2017-11-30,"2,384",29.2,"949,651,805","141,296","23,238,086",72.0,"182,719,598","217,707","529,467,091","13,315,971",2017
STAY (with Justin Bieber),The Kid LAROI,2021-07-09,"2,385",29.2,"3,107,100,349","11,726","2,225,897",53.0,,,,"15,411,173",2021
TIKTOK,Ian Lucas,2024-05-23,"2,381",29.2,"2,164,864",113,"1,773,907",59.0,"15,887,461",,,"3,101",2024
Call Your Friends,Rod Wave,2023-08-18,"2,395",29.2,"47,296,342","10,429","2,724,041",46.0,"33,439,568","39,420","37,869,926","208,435",2023
Rosa Pastel,Peso Pluma,2023-04-20,"2,391",29.2,"192,231,633","22,780","5,337,724",65.0,"111,990,624","9,007","32,536,991","289,402",2023
Dirt Cheap,Cody Johnson,2023-11-03,"2,387",29.2,"44,047,842","8,961","11,610,924",11.0,"11,326,093","48,500","8,486,978","252,283",2023
Borderline,Tame Impala,2020-02-14,"2,380",29.2,"671,310,199","156,377","27,309,112",76.0,"125,724,257","248,652","961,188,514","2,471,535",2020
Tï¿,Carin Leon,2020-05-22,"2,393",29.2,"327,311,508","31,216","7,536,781",68.0,"699,298,520","200,001","271,173,077","1,353,689",2020
No Time To Die,Billie Eilish,2020-02-13,"2,388",29.2,"610,838,644","91,391","29,634,724",70.0,"369,182,880","13,840","69,072,143","3,110,101",2020
All Eyes on Me,Dj Belite,2022-12-20,"2,401",29.1,"155,367",512,"52,259",,"21,746,915","1,502,840","2,017,012,601","8,238,004",2022
En El Radio Un Cochinero,Victor Cibrian,2022-05-13,"2,399",29.1,"215,837,483","26,581","6,387,381",61.0,"306,900,769","227,800","1,027,674,393","655,686",2022
Safari,J Balvin,2016-06-03,"2,402",29.1,"559,708,419","61,743","16,037,041",65.0,"1,254,068,497","83,679","148,552,468","5,773,120",2016
comethru,Jeremy Zucker,2018-09-07,"2,405",29.1,"822,935,346","90,889","19,172,749",69.0,"659,693,784","992,278","581,871,422","2,123,160",2018
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,2024-04-05,"2,403",29.1,"2,409,532",128,"136,647",52.0,"44,586,424",,,"14,731",2024
ROCKSTAR,Junior H,2023-10-05,"2,404",29.1,"266,127,900","13,021","14,018,925",79.0,"59,903,646",,"487,133","445,730",2023
Boy's a liar,PinkPantheress,2022-11-30,"2,400",29.1,"203,628,716","39,800","6,108,454",62.0,,"779,078","2,935,382,291","557,783",2022
O Patinho Colorido,Bento e Totï¿,2019-11-15,"2,396",29.1,"11,029,541","2,068","188,999",52.0,"1,003,456,602","42,700","38,710,313","13,061",2019
La Mejor Version de Mi,NATTI NATASHA,2019-02-12,"2,398",29.1,"109,221,089","33,020","14,584,019",66.0,"974,345,116","740,743","284,819,297",,2019
B.O.T.A. (Baddest Of Them All),Eliza Rose,2022-06-15,"2,397",29.1,"47,723,324","34,495","3,089,794",52.0,"90,212,996","1,100,254","3,829,712,483","3,631,070",2022
Love Terremoto - Ao Vivo,Os Barï¿½ï¿½es Da Pisad,2022-08-03,"2,413",29.0,"17,075,528","1,868","3,645,660",40.0,"458,564,536",,,"5,899",2022
Lucky Girl Syndrome,ILLIT,2024-03-25,"2,408",29.0,"29,089,538","1,933","2,045,965",72.0,"39,607,373","2,906","28,210,200","43,383",2024
...Baby One More Time (from Kung Fu Panda 4),Tenacious D,2024-03-08,"2,406",29.0,"28,423,160","5,020","3,964,955",,"33,548,614",,,,2024
Little Dark Age,MGMT,2017-10-17,"2,415",29.0,"641,453,269","197,169","31,052,903",72.0,"409,991,163","345,093","2,500,579,993","5,504,564",2017
Una Lady Como Tï¿,Manuel Turizo,2016-12-01,"2,409",29.0,"2,935,372",41,"3,790",,"1,941,794,720",,,,2016
Whatever She Wants,Bryson Tiller,2024-02-12,"2,418",29.0,"207,093,873",529,"187,667",,,,,,2024
Hypnotized,Purple Disco Machine,2020-04-08,"2,419",29.0,"354,683,755","77,323","15,730,444",58.0,"213,371,276","16,828","43,216,239","8,349,963",2020
Diable,Ven'nus,2023-02-28,"2,423",29.0,"53,058",117,"4,155",10.0,"326,994,714",,,142,2023
Laung Laachi Title Track,Mannat Noor,2018-02-22,"2,422",29.0,"30,173,434","6,294","1,007,695",45.0,"1,535,932,925",,,"256,247",2018
Koka,Mankirt Aulakh,2023-11-06,"2,417",29.0,"28,816,253","1,287","3,341,218",,"142,222,735",147,"34,208","41,257",2023
ELEVEN,IVE,2021-12-01,"2,407",29.0,"306,760,464","23,542","9,642,342",66.0,"458,931,624","121,090","1,292,286,614","493,607",2021
Hasta el Amanecer,Nicky Jam,2016-01-15,"2,411",29.0,"560,103,803",935,"382,240",,"1,596,092,291",,,,2016
Space Cadet (feat. Gunna),Metro Boomin,2018-11-02,"2,416",29.0,"917,916,061","204,396","35,887,216",75.0,"182,161,713","41,674","405,647,527","3,109,292",2018
Poker Face ( Remix ),Bora Media,2023-10-17,"2,410",29.0,"1,271,094,976",1,5,,,,,,2023
November Rain (2022 Version),Guns N' Roses,2022-11-04,"2,420",29.0,"14,394,612","2,572","13,575,009",53.0,,,,"122,032",2022
ýýýýýýýýýýýý ýýýýýýýýýýýý,Lusia Chebotina,2021-10-29,"2,421",29.0,"32,318,892","13,584","1,196,310",51.0,"366,398,853","1,300,000","2,526,424,724","1,544,949",2021
We Ride,Bryan Martin,2022-10-28,"2,414",29.0,"200,017,368","30,976","8,143,503",76.0,"35,463,149","31,143","27,411,983","503,044",2022
Rich Spirit,Kendrick Lamar,2022-05-13,"2,437",28.9,"254,191,262","68,188","10,639,841",71.0,"66,231,224","19,580","33,984,850","555,350",2022
Cochinae,Julianno Sosa,2022-04-19,"2,438",28.9,"155,050,178","35,527","6,146,030",58.0,"285,012,395","364,400","1,442,464,830","430,196",2022
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,2016-09-30,"2,427",28.9,"243,305,603","30,216","6,007,155",52.0,"568,942,313","165,046","54,450,631",,2016
I'm Not The Only One,Sam Smith,2014-01-01,"2,428",28.9,"1,879,966,374","164,059","76,679,523",77.0,"464,847,219","65,764","417,275,446","15,809,409",2014
Murder,Bgnzinho,2023-02-14,"2,431",28.9,"2,613,573","1,475","166,424",37.0,"1,141,572","2,226,114","2,582,559,682","71,048",2023
Major Distribution,Drake,2022-11-04,"2,430",28.9,"199,662,854","70,800","15,434,966",62.0,"26,734,808","11,861","100,007,156","312,418",2022
Psikopat,Butrint Imeri,2024-05-16,"2,426",28.9,"2,112,678",387,"318,456",,"18,494,570",,,"13,123",2024
Piï¿½ï¿½man Deï¿,Semicenk,2023-06-02,"2,434",28.9,"134,291,091","16,247","2,133,867",65.0,"147,910,091",,,"409,388",2023
Dynamite,Taio Cruz,2010-01-01,"2,439",28.9,"1,070,923,216","204,514","89,320,567",69.0,"576,914,505","79,570","185,228,504","8,023,558",2010
Chlorine,Twenty One Pilots,2018-10-05,"2,425",28.9,"517,990,518","91,490","9,737,600",68.0,"721,254,947","65,628","67,549,016",,2018
GIVENCHY,Duki,2022-07-20,"2,436",28.9,"240,519,561","48,629","9,332,907",62.0,"203,263,077","46,349","313,936,580","177,813",2022
Here,Alessia Cara,2015-04-30,"2,441",28.9,"616,445,374","76,646","16,115,782",65.0,"656,387,408","1,315,832","166,158,568","7,438,678",2015
COME UN TUONO (feat. Guï¿½,Rose Villain,2024-03-07,"2,433",28.9,"53,590,796","2,987","6,810,196",75.0,"26,526,323",,,"488,628",2024
Favorito,Camilo,2020-03-26,"2,435",28.9,"488,713,982","42,311","12,661,251",58.0,"596,356,173","915,770","712,167,034","848,173",2020
Royalty,Egzod,2021-04-22,"2,432",28.9,"317,252,487","52,261","12,634,570",74.0,"156,128,236","663,619","1,989,420,692","4,302,673",2021
Am I Wrong,Nico & Vinz,2013-01-01,"2,440",28.9,"965,827,790","160,031","38,549,276",71.0,"243,060,460","204,916","930,985,864","19,231,875",2013
Tennessee Orange,Megan Moroney,2022-09-02,"2,424",28.9,"227,893,586","28,139","12,480,714",73.0,"30,913,276","77,661","117,505,652","708,143",2022
Tennessee Orange,Megan Moroney,2022-09-02,"2,424",28.9,"227,893,586","28,139","12,480,714",73.0,"30,913,276","77,661","117,505,652","708,143",2022
Still Trappin' (with King Von),Lil Durk,2020-12-24,"2,448",28.8,"176,140,377","76,081","7,784,086",61.0,"90,527,434","9,759","12,014,523","494,233",2020
De Fresa y Coco,Luis R Conriquez,2023-11-10,"2,445",28.8,"81,186,913","7,818","5,727,811",,"92,334,733",,,"147,308",2023
He Dead (Oil Thief Remix),clipping.,2022-09-21,"2,456",28.8,"14,148",31,543,,"434,179,026",,,7,2022
YUM YUM (Slowed),LXNGVX,2023-06-23,"2,450",28.8,"52,295,701","10,792","6,471,028",64.0,"82,604,684","662,600","573,262,137","353,346",2023
Issues,Julia Michaels,2017-01-13,"2,446",28.8,"1,214,862,854","86,990","25,275,888",69.0,"333,612,581","966,301","142,981,272","9,191,508",2017
Element,Pop Smoke,2020-02-07,"2,457",28.8,"523,416,171","164,690","25,242,475",68.0,"139,802,262","146,034","223,524,052","916,192",2020
n.h.i.e.,21 Savage,2024-01-10,"2,459",28.8,"102,829,758","16,786","13,717,188",,"4,997,224",,,"165,768",2024
GOD'S COUNTRY,Travis Scott,2023-07-28,"2,455",28.8,"96,802,469","34,681","3,243,869",64.0,"10,285,324","2,052","10,714,123","69,071",2023
